unique_id,timepoint,domain,gender,age,block_order,block_type,trial_type,rt,accuracy,mean_rt
Non-words 15,baseline,Non-words,Female,49,con,con,tt4,2216,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt1,1175,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt3,1531,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt4,2343,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt3,2517,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt2,2148,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt1,1503,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt4,2150,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt2,1076,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt1,1198,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt3,3265,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt2,1513,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt1,1126,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt3,2126,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt4,1782,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt3,3019,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt4,2918,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt1,1174,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt3,1755,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt2,1286,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt3,1436,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt1,1331,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt4,1674,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt3,1724,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt2,1316,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt1,1309,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt4,2686,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt2,1116,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt4,1656,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt1,1108,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt4,1708,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt2,3254,0,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt1,1019,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt4,2146,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt1,912,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt3,1539,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt1,1507,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt2,1480,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt3,2011,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt2,2324,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt1,1024,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt4,1982,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt2,3088,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt4,1462,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt2,1614,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt3,2354,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt4,2584,0,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt3,7028,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt1,1486,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt2,1365,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt3,2877,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt4,2183,1,1925
Non-words 15,baseline,Non-words,Female,49,con,con,tt3,2819,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt2,1362,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt3,1100,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt2,1035,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt1,1542,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt3,2441,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt1,1584,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt3,1413,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt4,1322,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt2,1206,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt3,1697,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt1,1417,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt3,2274,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt2,1010,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt1,1433,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt4,4187,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt2,1312,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt4,1979,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt1,1708,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt4,2031,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt1,1699,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt4,1998,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt3,1490,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt4,2590,1,1925
Non-words 15,baseline,Non-words,Female,49,con,incon,tt2,2316,1,1925
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,2109,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,3493,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,862,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,1035,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,1994,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,1154,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,841,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,1451,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,1072,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,2776,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,688,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,805,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,1270,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,813,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,2872,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,1549,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,2817,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,1037,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,752,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,1067,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,1570,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,1547,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,917,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,1027,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,1188,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,787,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,2464,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,1522,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,1872,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,836,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,914,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,1162,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,1444,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,1004,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,914,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,992,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,1299,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,1611,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,1205,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,2183,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,1111,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,1858,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,1709,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,829,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,894,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,955,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,2417,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,1301,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,1795,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,675,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,724,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,921,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,1991,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,1001,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,982,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,1176,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,1868,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,759,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,1025,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,1098,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,1361,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,1042,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,1188,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,889,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,958,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,930,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,936,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,1070,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,1123,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,1591,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,1061,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,840,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,1282,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,1294,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,860,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,1812,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,729,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,2136,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,900,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,1539,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,1011,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,1081,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,950,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,1153,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,1154,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,1043,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,822,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,2150,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,941,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,936,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,1228,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,2884,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,1051,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,837,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,726,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,1069,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,1146,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,810,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,1137,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,947,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,1842,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,1266,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,842,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,833,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,1194,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,928,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,1629,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,2209,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,817,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,1052,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,871,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,952,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt1,1095,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,730,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,1012,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,1179,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,871,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt2,747,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt4,945,1,1307
Non-words 17,baseline,Non-words,Female,21,con,con,tt3,727,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,1055,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,976,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,881,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,1068,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,2536,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,2144,0,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,4365,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,968,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,986,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,4954,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,1058,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,773,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,943,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,830,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,2035,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,1079,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,901,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,977,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,844,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt4,1396,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,1499,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt2,1231,1,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt3,1263,0,1307
Non-words 17,baseline,Non-words,Female,21,con,incon,tt1,3034,1,1307
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,2386,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,1194,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,827,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,1522,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1259,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1016,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,782,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,949,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1757,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,1157,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,1051,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1501,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1322,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,666,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1369,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,809,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1499,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,805,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1410,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,1181,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1564,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,715,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1249,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1690,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,1852,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,2876,0,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,2190,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,904,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1518,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,2018,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,1910,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1528,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,1327,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1207,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,1159,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,728,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1270,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1311,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,1475,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1641,0,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,1121,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1061,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,1456,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,1078,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1336,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1139,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,1318,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1159,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,1118,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1137,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1237,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1026,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,945,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1365,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,1516,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1685,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,1208,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1654,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1156,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,694,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,827,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1645,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1695,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,892,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,879,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1495,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,803,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1581,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,1034,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,726,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,1286,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,990,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1684,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,2797,0,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,2127,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1318,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1001,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,1460,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,759,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1872,0,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,1127,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,750,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1500,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,1457,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,1345,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,922,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1625,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,1213,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1578,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1569,0,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,1554,0,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1329,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1455,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,1291,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,2796,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1207,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,2384,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,962,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,906,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1625,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,908,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1527,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,1040,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1312,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,959,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,726,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,2289,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,1219,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1474,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,902,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,794,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1413,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,942,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt4,1668,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,744,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1248,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,1026,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt3,1211,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt1,746,1,1321
Non-words 19,baseline,Non-words,Male,22,con,con,tt2,1204,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1836,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,1111,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1211,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,909,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1552,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,933,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1066,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,1510,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,883,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,801,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,1106,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,933,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,2410,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,747,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,1191,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1183,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,1798,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1718,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt3,1438,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1520,0,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1737,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt4,1953,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt1,1016,1,1321
Non-words 19,baseline,Non-words,Male,22,con,incon,tt2,1782,1,1321
Non-words 44,baseline,Non-words,Female,21,incon,incon,tt2,884,1,1158
Non-words 44,baseline,Non-words,Female,21,incon,incon,tt1,1153,1,1158
Non-words 44,baseline,Non-words,Female,21,incon,incon,tt4,786,1,1158
Non-words 44,baseline,Non-words,Female,21,incon,incon,tt1,871,1,1158
Non-words 44,baseline,Non-words,Female,21,incon,incon,tt3,615,1,1158
Non-words 44,baseline,Non-words,Female,21,incon,incon,tt4,910,1,1158
Non-words 44,baseline,Non-words,Female,21,incon,incon,tt2,1284,1,1158
Non-words 44,baseline,Non-words,Female,21,incon,incon,tt1,858,1,1158
Non-words 44,baseline,Non-words,Female,21,incon,incon,tt3,1689,1,1158
